***************APP LISTS**************
apmonshore-tagcalculation-engine,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/TagCalculation/job/apmonshore-tagcalculation-engine-UAT01/
apmonshore-multitenancy-configservice,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Tenant-Config-Service/job/APM-Onshore-Configservice-UAT01/
swirl-analysis-microapp,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/TimeSeries-Analysis/job/TimeSeries_Analysis-UAT01/
event-hub-subcriber-timeseries,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Timeseries-Ingestor/job/event-hub-subscriber-timeseries-apm-UAT01/
siteview-app,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/TPS/job/Siteview-App/job/OGD-IS-Siteview-App-UAT01/
ogd-is-siteview-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/TPS/job/Siteview-Service/job/OGD-IS-Siteview-Service-UAT01/
ogd-is-transformer,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Transformer-App/job/OGD-IS-Transformer-App-UAT01/
pcm-weather-service,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/Weather/job/PCM-Weather-Service-UAT01/
Asset-Management-Microapp-wellbuilder,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/WellbuilderApp/job/asset-management-microapp-upstream-UAT01/
apmonshore-well-commissioning,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/WellCommissioning/job/APMOnshore-Well_Commissioning-UAT01/
wellStateEvaluator,https://isjenkins.dsa.apps.ge.com/job/Oil_and_Gas_Digital-HEnv/view/UAT01/job/WellStateEvaluator/job/well_state_evaluator-UAT01/
***************CONFIG LISTS**************


***************WIDGET LISTS**************

































